PLEASER_ITEM,DESCRIPTION,BRAND,SUB_CATEGORY,2ND_SUB_CATEGORY,STYLE_NAME,COLOR_DESCRIPTION,WHOLESALE_PRICE_US,SIZE_RANGE,IMAGE_FULL,IMAGE_THUMBNAIL,BLANK_1,BLANK_2,HEEL_PLATFORM,MSRP_USD_FOR_INTL_ACCT,DESCRIPTION_ADDITION,ITEM_STATUS,SALE_DATE,MAP_US_DOLLAR,MAP_ACTIVATION_DATE,MSRP_EURO_FOR_INTL_ACCT,FIT_GUIDE,MSRP_USD_FOR_DOMESTIC_ACCT,MSRP_GBP_FOR_INTL_ACCT,CALF_CIRCUMFERENCE,BOOT_SHAFT_HEIGHT,FIRST_RCV_DATE,WHOLESALE_PRICE_NETHERLANDS,VEGAN_STYLE,MULTIVIEW_IMAGE_1,MULTIVIEW_IMAGE_2,MULTIVIEW_IMAGE_3,MULTIVIEW_IMAGE_4,HTML5_LINK,UPPER_MATERIAL,MID-SOLE_MATERIAL,LINING_MATERIAL,OUTSOLE_MATERIAL,HS_CODE,HEEL_HEIGHT_IN_INCH,HEEL_HEIGHT_IN_CM,PLATFORM_HEIGHT_IN_INCH,PLATFORM_HEIGHT_IN_CM,MSRP_YEN,MSRP_CAD,MSRP_RUBLE,MSRP_AUD,MSRP_UAH
AMU20/NYL,"*5"" Heel, 3/8"" Hidden Platform Pump",Pleaser,Single Soles,5" Heel,AMUSE-20,Neon Yellow Pat,14.50,"5-14",https://pleaser.sa.metacdn.com/picxnw/amuse-20-nyl.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-20-nyl_t.jpg,,,"5"" Heel, 3/8"" Hidden PF",53.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Classic Pump",SALE,02/26/2021,,,43.95,TRUE TO SIZE,42.95,38.95,,,06/05/2015,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-20-nyl01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-nyl05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-nyl09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-nyl13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-20-nyl/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,5299.00,60.95,3499,63.95,1399.00
AMU20/R,"5"" Heel, 3/8"" Hidden Platform Pump",Pleaser,Single Soles,5" Heel,AMUSE-20,Red Pat,29.00,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-20-r.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-20-r_t.jpg,,,"5"" Heel, 3/8"" Hidden PF",85.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Classic Pump",CURRENT,,59.95,10/30/2013,69.95,TRUE TO SIZE,,61.95,,,06/23/2015,41.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-20-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-r13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-20-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,9499.00,109.95,6199,113.95,2399.00
AMU20/ROGLDMPU,"*5"" Heel, 3/8"" PF Hidden Platform Pump",Pleaser,Platforms (Exotic Dancing),5" Heel,AMUSE-20,Rose Gold Metallic Pu,16.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-20-rogldmpu.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-20-rogldmpu_t.jpg,,,"5"" Heel, 3/8""",56.95,"5"""" (127mm) Heel, 3/8"""" (10mm) Hidden Platform Pump",SALE,02/26/2021,,,46.95,TRUE TO SIZE,45.95,40.95,,,12/27/2019,24.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-20-rogldmpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-rogldmpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-rogldmpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-rogldmpu13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-20-rogldmpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,6299.00,72.95,4099,75.95,1599.00
AMU20/SHGPU,"5"" Heel, 3/8"" Hidden Platform Pump",Pleaser,Single Soles,5" Heel,AMUSE-20,Slv Hologram Pu,30.00,"5-14",https://pleaser.sa.metacdn.com/picxnw/amuse-20-shgpu.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-20-shgpu_t.jpg,,,"5"" Heel, 3/8"" Hidden PF",87.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Classic Pump",CURRENT,,61.95,11/26/2013,71.95,TRUE TO SIZE,,63.95,,,08/18/2015,42.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-20-shgpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-shgpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-shgpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-shgpu13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-20-shgpu/Preview.html,PU,PU,PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,9699.00,112.95,6399,116.95,2499.00
AMU20/W,"5"" Heel, 3/8"" Hidden Platform Pump",Pleaser,Single Soles,5" Heel,AMUSE-20,Wht Pat,29.00,"5-14",https://pleaser.sa.metacdn.com/picxnw/amuse-20-w.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-20-w_t.jpg,,,"5"" Heel, 3/8"" Hidden PF",85.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Classic Pump",CURRENT,,59.95,10/30/2013,69.95,TRUE TO SIZE,,61.95,,,08/06/2015,41.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-20-w01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-w05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-w09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-20-w13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-20-w/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,9499.00,109.95,6199,113.95,2399.00
AMU2018/BSUE-NY,"*5"" Heel, 3/8"" Hidden Platform Pull-On Over-The-Knee Boot",Pleaser,Single Soles,Knee High Boots,AMUSE-2018,Blk Suede-Nylon,49.50,"6-14",https://pleaser.sa.metacdn.com/picxnw/amuse-2018-bsueny.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-2018-bsueny_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",102.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pull on Over the Knee Boot, Inner Side Zip Closure",SALE,02/26/2021,,,83.95,TRUE TO SIZE,81.95,74.95,13.375,18.5,12/11/2014,66.50,NO,https://pleaser.sa.metacdn.com/viewpic/amuse-2018-bsue-ny01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-2018-bsue-ny05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-2018-bsue-ny09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-2018-bsue-ny13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-2018-bsue-ny/Preview.html,COW LEATHER,PVC,PVC,RUBBER,6403.59.9045,5.0,12.7,.4,1.0,13899.00,160.95,9099,167.95,3599.00
AMU22/B,"5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-22,Blk Pat,28.00,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-22-b.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-22-b_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",83.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump",CURRENT,,57.95,04/01/2014,68.95,TRUE TO SIZE,,60.95,,,02/13/2015,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-22-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-b13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-22-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,9199.00,106.95,6099,111.95,2399.00
AMU22/BPU,"**5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-22,Blk Faux Leather,26.00,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-22-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-22-bpu_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",79.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump",CURRENT,,53.95,07/29/2014,65.95,TRUE TO SIZE,,57.95,,,02/13/2015,38.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-22-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-22-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,8799.00,101.95,5799,105.95,2299.00
AMU22/HP,"*5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-22,H. Pink Pat,14.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-22-hp.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-22-hp_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",53.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump",SALE,07/21/2017,,,43.95,TRUE TO SIZE,42.95,38.95,,,02/13/2015,22.50,YES,,,,,,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.0,5299.00,60.95,3499,63.95,1399.00
AMU22/NU,"*5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-22,Nude Pat,16.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-22-nu.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-22-nu_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",56.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump",SALE,02/26/2021,,,46.95,TRUE TO SIZE,45.95,40.95,,,02/13/2015,24.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-22-nu01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-nu05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-nu09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-nu13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-22-nu/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,5799.00,67.95,3799,69.95,1499.00
AMU22/R,"5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-22,Red Pat,28.00,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-22-r.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-22-r_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",83.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump",CURRENT,,57.95,07/29/2014,68.95,TRUE TO SIZE,,60.95,,,02/13/2015,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-22-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-r13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-22-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,9199.00,106.95,6099,111.95,2399.00
AMU22/W,"*5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-22,Wht Pat,14.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-22-w.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-22-w_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",49.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump",SALE,07/21/2017,,,40.95,TRUE TO SIZE,39.95,35.95,,,02/13/2015,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-22-w01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-w05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-w09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-22-w13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-22-w/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.0,5299.00,60.95,3499,63.95,1399.00
AMU25/B,"5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-25,Blk Pat,28.00,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-25-b.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-25-b_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",83.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump with Ankle Straps",CURRENT,,57.95,04/01/2014,68.95,TRUE TO SIZE,,60.95,,,08/06/2014,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-25-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-b13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-25-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,9199.00,106.95,6099,111.95,2399.00
AMU25/BPU,"*5"" Heel, 3/8"" Hidden PF d'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-25,Blk Faux Leather,14.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-25-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-25-bpu_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",53.95,"5"""" (130mm) Heel, 3/8"""" (10mm) Hidden Platform d'Orsay Pump w/ Criss Cross Ankle Strap",SALE,03/15/2019,,,43.95,TRUE TO SIZE,42.95,38.95,,,10/06/2017,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-25-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-25-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,5299.00,60.95,3499,63.95,1399.00
AMU25/CR,"*5"" Heel, 3/8"" Hidden PF d'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-25,Cream Pat,14.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-25-cr.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-25-cr_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",53.95,"5"""" (130mm) Heel, 3/8"""" (10mm) Hidden Platform d'Orsay Pump w/ Criss Cross Ankle Strap",SALE,03/15/2019,,,43.95,TRUE TO SIZE,42.95,38.95,,,10/06/2017,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-25-cr01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-cr05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-cr09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-cr13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-25-cr/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,5299.00,60.95,3499,63.95,1399.00
AMU25/R,"5"" Heel, 3/8"" Hidden Platform D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-25,Red Pat,28.00,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-25-r.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-25-r_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",83.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe D'Orsay Pump with Ankle Straps",CURRENT,,57.95,05/01/2014,68.95,TRUE TO SIZE,,60.95,,,08/06/2014,40.00,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-25-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-25-r13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-25-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,9199.00,106.95,6099,111.95,2399.00
AMU26/B-W,"*5"" Heel, 3/8"" Hidden PF Two Tone Spectator Wingtip Pump",Pleaser,Single Soles,5" Heel,AMUSE-26,Blk-Wht Pat,23.50,"5-14",https://pleaser.sa.metacdn.com/picxnw/amuse-26-bw.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-26-bw_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",70.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Pointed Toe Two Tone Pump with Wingtip",SALE,01/10/2022,,,57.95,TRUE TO SIZE,54.95,50.95,,,03/16/2015,34.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-26-b-w01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-26-b-w05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-26-b-w09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-26-b-w13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-26-b-w/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,.4,1.0,8099.00,94.95,5399,97.95,2099.00
AMU30/B-W-ND,"*5"" Heel, 3/8"" Hidden Platform Tri-Tone D'Orsay Pump",Pleaser,Single Soles,5" Heel,AMUSE-30,Blk-Wht-Nude Pat,14.50,"5-14",https://pleaser.sa.metacdn.com/picxnw/amuse-30-bwnd.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-30-bwnd_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",49.95,"5"""" (12.7cm) Stiletto Heel 3/8"""" (1cm) Hidden Platform Tri Tone D'Orsay Pump with Lace Accent",SALE,06/12/2018,,,40.95,TRUE TO SIZE,39.95,35.95,,,10/02/2014,22.50,YES,https://pleaser.sa.metacdn.com/viewpic/amuse-30-b-w-nd01.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-30-b-w-nd05.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-30-b-w-nd09.jpg,https://pleaser.sa.metacdn.com/viewpic/amuse-30-b-w-nd13.jpg,https://pleaser.sa.metacdn.com/html5/amuse-30-b-w-nd/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,5.0,12.7,,1.0,5299.00,60.95,3499,63.95,1399.00
AMU35/BLE,"*5"" Heel, 3/8"" Hidden Platform Orsay Pump W/ Ankle Strap",Pleaser,Single Soles,5" Heel,AMUSE-35,Blk Leather,16.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/amuse-35-ble.jpg,https://pleaser.sa.metacdn.com/picxnw/amuse-35-ble_t.jpg,,,"5"" Heel, 3/8"" Hidden Platform",56.95,"",SALE,03/28/2016,,,46.95,TRUE TO SIZE,45.95,40.95,,,09/11/2014,24.50,NO,,,,,,COW LEATHER,SEMI-PU,SEMI-PU,RUBBER,6403.59.9045,5.0,12.7,,1.0,5799.00,67.95,3799,69.95,1499.00
APP20/B,"*4"" Metal Heel Pointed Toe Pump",Pleaser,Single Soles,4" Heel,APPEAL-20,Blk Pat,12.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/appeal-20-b.jpg,https://pleaser.sa.metacdn.com/picxnw/appeal-20-b_t.jpg,,,"4"" Metal Stiletto Heel",46.95,"4"""" (10.2cm) Metal Stiletto Heel Pointed Toe Pump",SALE,06/12/2018,,,37.95,TRUE TO SIZE,36.95,33.95,,,05/24/2017,20.50,YES,https://pleaser.sa.metacdn.com/viewpic/appeal-20-b01.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-b05.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-b09.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-b13.jpg,https://pleaser.sa.metacdn.com/html5/appeal-20-b/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,4799.00,55.95,3199,57.95,1299.00
APP20/BPU,"*4"" Metal Heel Pointed Toe Pump",Pleaser,Single Soles,4" Heel,APPEAL-20,Blk Faux Leather,12.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/appeal-20-bpu.jpg,https://pleaser.sa.metacdn.com/picxnw/appeal-20-bpu_t.jpg,,,"4"" Metal Stiletto Heel",50.95,"4"""" (10.2cm) Metal Stiletto Heel Pointed Toe Pump",SALE,06/12/2018,,,41.95,TRUE TO SIZE,39.95,36.95,,,06/22/2017,20.50,YES,https://pleaser.sa.metacdn.com/viewpic/appeal-20-bpu01.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-bpu05.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-bpu09.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-bpu13.jpg,https://pleaser.sa.metacdn.com/html5/appeal-20-bpu/Preview.html,PU,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,4799.00,55.95,3199,57.95,1299.00
APP20/ND,"*4"" Metal Heel Pointed Toe Pump",Pleaser,Single Soles,4" Heel,APPEAL-20,Nude Pat,12.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/appeal-20-nd.jpg,https://pleaser.sa.metacdn.com/picxnw/appeal-20-nd_t.jpg,,,"4"" Metal Stiletto Heel",50.95,"4"""" (10.2cm) Metal Stiletto Heel Pointed Toe Pump",SALE,06/12/2018,,,41.95,TRUE TO SIZE,39.95,36.95,,,07/14/2017,20.50,YES,https://pleaser.sa.metacdn.com/viewpic/appeal-20-nd01.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-nd05.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-nd09.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-nd13.jpg,https://pleaser.sa.metacdn.com/html5/appeal-20-nd/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,4799.00,55.95,3199,57.95,1299.00
APP20/R,"*4"" Metal Heel Pointed Toe Pump",Pleaser,Single Soles,4" Heel,APPEAL-20,Red Pat,12.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/appeal-20-r.jpg,https://pleaser.sa.metacdn.com/picxnw/appeal-20-r_t.jpg,,,"4"" Metal Stiletto Heel",46.95,"4"""" (10.2cm) Metal Stiletto Heel Pointed Toe Pump",SALE,06/12/2018,,,37.95,TRUE TO SIZE,36.95,33.95,,,07/13/2017,20.50,YES,https://pleaser.sa.metacdn.com/viewpic/appeal-20-r01.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-r05.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-r09.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20-r13.jpg,https://pleaser.sa.metacdn.com/html5/appeal-20-r/Preview.html,PAT,SEMI-PU,SEMI-PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,4799.00,55.95,3199,57.95,1299.00
APP20G/BYPU,"*4"" Metal Heel Pointed Toe Pump w/ Glitter",Pleaser,Single Soles,4" Heel,APPEAL-20G,Burgundy Gltr Pu,12.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/appeal-20g-bypu.jpg,https://pleaser.sa.metacdn.com/picxnw/appeal-20g-bypu_t.jpg,,,"4"" Metal Stiletto Heel",46.95,"4"""" (10.2cm) Steel Stiletto Heel Pointed Toe Pump with Glitter",SALE,06/12/2018,,,37.95,TRUE TO SIZE,36.95,33.95,,,07/13/2017,20.50,YES,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-bypu01.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-bypu05.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-bypu09.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-bypu13.jpg,https://pleaser.sa.metacdn.com/html5/appeal-20g-bypu/Preview.html,GLITTER,PU,PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,4799.00,55.95,3199,57.95,1299.00
APP20G/ROPU,"*4"" Metal Heel Pointed Toe Pump w/ Glitter",Pleaser,Single Soles,4" Heel,APPEAL-20G,Rose Gltr Pu,12.50,"5-16",https://pleaser.sa.metacdn.com/picxnw/appeal-20g-rog.jpg,https://pleaser.sa.metacdn.com/picxnw/appeal-20g-rog_t.jpg,,,"4"" Metal Stiletto Heel",46.95,"4"""" (10.2cm) Steel Stiletto Heel Pointed Toe Pump with Glitter",SALE,06/12/2018,,,37.95,TRUE TO SIZE,36.95,33.95,,,07/14/2017,20.50,YES,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-ropu01.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-ropu05.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-ropu09.jpg,https://pleaser.sa.metacdn.com/viewpic/appeal-20g-ropu13.jpg,https://pleaser.sa.metacdn.com/html5/appeal-20g-ropu/Preview.html,GLITTER,PU,PU,RUBBER,6402.99.3165,4.0,10.2,.0,.0,4799.00,55.95,3199,57.95,1299.00
